example_index,key,video_id,question,choices,task,correct_choice,pred112,pred224,acc112,acc224,gold_label,gate_column,gate_threshold,low_confidence_when,gate_fs,challenger_fs,default_gate_value,default_low_confidence,default_challenger_agree,fs224_gate_value,fs224_low_confidence,fs112_fs224_agree,verifier,decision,pred_label,verifier_choice,verifier_confidence,verifier_reason,min_fs112_verifier_confidence,fs112_confidence_fallback,fs112_confidence_fallback_reason,parse_error,default_fs,routed_fs,routed_acc,selective_oracle_fs,selective_oracle_acc,full_oracle_acc,source_112,source_224,raw_response
31,"{""choices"": ""[\""Black\"", \""Red\"", \""Green\"", \""White\""]"", ""correct_choice"": ""B"", ""question"": ""What color is the woman's clothes in the chat at the beginning of the video?"", ""video_id"": ""1_plotQA/en_tv_15""}",1_plotQA/en_tv_15,What color is the woman's clothes in the chat at the beginning of the video?,"[""Black"", ""Red"", ""Green"", ""White""]",plotQA,B,A,A,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.17348799109458923,True,True,0.17348799109458923,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
32,"{""choices"": ""[\""Sunny\"", \""Snowy\"", \""Stormy\"", \""Rainy\""]"", ""correct_choice"": ""B"", ""question"": ""What is the weather during the scene where two people are chatting at the beginning of the video?"", ""video_id"": ""1_plotQA/en_tv_15""}",1_plotQA/en_tv_15,What is the weather during the scene where two people are chatting at the beginning of the video?,"[""Sunny"", ""Snowy"", ""Stormy"", ""Rainy""]",plotQA,B,B,B,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.9736297111958265,False,True,0.9736297111958265,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
33,"{""choices"": ""[\""White\"", \""Yellow\"", \""Black\"", \""Green\""]"", ""correct_choice"": ""C"", ""question"": ""What color is the clothes of the man who is locked up in the video?"", ""video_id"": ""1_plotQA/en_tv_16""}",1_plotQA/en_tv_16,What color is the clothes of the man who is locked up in the video?,"[""White"", ""Yellow"", ""Black"", ""Green""]",plotQA,C,C,C,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.9816219680942595,False,True,0.9816219680942595,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
34,"{""choices"": ""[\""Blue\"", \""Yellow\"", \""Green\"", \""White\""]"", ""correct_choice"": ""C"", ""question"": ""What color is the door of the room where the person is locked?"", ""video_id"": ""1_plotQA/en_tv_16""}",1_plotQA/en_tv_16,What color is the door of the room where the person is locked?,"[""Blue"", ""Yellow"", ""Green"", ""White""]",plotQA,C,D,C,0.0,1.0,route_224,prob_margin,0.8,lt,224,112,0.17215889692306519,True,False,0.17215889692306519,True,False,llm,llm_verifier_disagreement,route_112,X,0.97,"X has much stronger confidence: higher top1_prob and margin, lower entropy.",0.0,False,,,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.97,""reason"":""X has much stronger confidence: higher top1_prob and margin, lower entropy.""}"
35,"{""choices"": ""[\""Yellow\"", \""Green\"", \""Orange\"", \""White\""]"", ""correct_choice"": ""C"", ""question"": ""What color is the exit light when the woman walks into the room in the video?"", ""video_id"": ""1_plotQA/en_tv_16""}",1_plotQA/en_tv_16,What color is the exit light when the woman walks into the room in the video?,"[""Yellow"", ""Green"", ""Orange"", ""White""]",plotQA,C,D,D,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.09542077779769897,True,True,0.09542077779769897,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
36,"{""choices"": ""[\""Smiling\"", \""Grimacing\"", \""Bitter smile\"", \""Shocked\""]"", ""correct_choice"": ""B"", ""question"": ""What is the man's expression when he is chatting with the black man in the video?"", ""video_id"": ""1_plotQA/en_tv_16""}",1_plotQA/en_tv_16,What is the man's expression when he is chatting with the black man in the video?,"[""Smiling"", ""Grimacing"", ""Bitter smile"", ""Shocked""]",plotQA,B,A,A,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.47278663516044617,True,True,0.47278663516044617,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
37,"{""choices"": ""[\""Green\"", \""Blue\"", \""Orange\"", \""White\""]"", ""correct_choice"": ""D"", ""question"": ""What color is the hair of the woman giving a speech on the stage?"", ""video_id"": ""1_plotQA/en_tv_18""}",1_plotQA/en_tv_18,What color is the hair of the woman giving a speech on the stage?,"[""Green"", ""Blue"", ""Orange"", ""White""]",plotQA,D,D,D,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.5759344398975372,True,True,0.5759344398975372,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
38,"{""choices"": ""[\""Black\"", \""Orange\"", \""Blue\"", \""Green\""]"", ""correct_choice"": ""A"", ""question"": ""What color is the hat of the man talking to the woman?"", ""video_id"": ""1_plotQA/en_tv_18""}",1_plotQA/en_tv_18,What color is the hat of the man talking to the woman?,"[""Black"", ""Orange"", ""Blue"", ""Green""]",plotQA,A,A,A,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.9310858994722366,False,True,0.9310858994722366,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
39,"{""choices"": ""[\""Blue\"", \""Purple\"", \""Green\"", \""Orange\""]"", ""correct_choice"": ""B"", ""question"": ""What color is the scarf of the woman making a phone call in the video?"", ""video_id"": ""1_plotQA/en_tv_18""}",1_plotQA/en_tv_18,What color is the scarf of the woman making a phone call in the video?,"[""Blue"", ""Purple"", ""Green"", ""Orange""]",plotQA,B,B,B,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.7685365825891495,True,True,0.7685365825891495,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
40,"{""choices"": ""[\""Orange\"", \""Red\"", \""Green\"", \""Blue\""]"", ""correct_choice"": ""D"", ""question"": ""What color is the shirt of the man who is talking to the man exercising?"", ""video_id"": ""1_plotQA/en_tv_18""}",1_plotQA/en_tv_18,What color is the shirt of the man who is talking to the man exercising?,"[""Orange"", ""Red"", ""Green"", ""Blue""]",plotQA,D,D,D,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.3929597735404968,True,True,0.3929597735404968,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
41,"{""choices"": ""[\""Blue\"", \""White\"", \""Green\"", \""Black\""]"", ""correct_choice"": ""A"", ""question"": ""In the opening scene of the video where three people are chatting, what color is the shirt of the man wearing glasses?"", ""video_id"": ""1_plotQA/en_tv_19""}",1_plotQA/en_tv_19,"In the opening scene of the video where three people are chatting, what color is the shirt of the man wearing glasses?","[""Blue"", ""White"", ""Green"", ""Black""]",plotQA,A,B,A,0.0,1.0,route_224,prob_margin,0.8,lt,224,112,0.5755563527345657,True,False,0.5755563527345657,True,False,llm,llm_verifier_disagreement,route_224,X,0.82,"X has higher top1_prob and prob_margin, and lower entropy than Y, indicating stronger confidence.",0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.82,""reason"":""X has higher top1_prob and prob_margin, and lower entropy than Y, indicating stronger confidence.""}"
42,"{""choices"": ""[\""Green\"", \""Purple\"", \""White\"", \""Black\""]"", ""correct_choice"": ""D"", ""question"": ""In the scene where four people are dining and chatting, what color is the dress of the woman wearing a necklace?"", ""video_id"": ""1_plotQA/en_tv_19""}",1_plotQA/en_tv_19,"In the scene where four people are dining and chatting, what color is the dress of the woman wearing a necklace?","[""Green"", ""Purple"", ""White"", ""Black""]",plotQA,D,B,D,0.0,1.0,route_224,prob_margin,0.8,lt,224,112,0.10325661301612854,True,False,0.10325661301612854,True,False,llm,llm_verifier_disagreement,route_112,X,0.56,"X has slightly higher top1_prob and prob_margin, with marginally lower entropy overall.",0.0,False,,,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.56,""reason"":""X has slightly higher top1_prob and prob_margin, with marginally lower entropy overall.""}"
43,"{""choices"": ""[\""Green\"", \""Black\"", \""Red\"", \""White\""]"", ""correct_choice"": ""B"", ""question"": ""In the scene where two people get out of the car, what color is the car?"", ""video_id"": ""1_plotQA/en_tv_19""}",1_plotQA/en_tv_19,"In the scene where two people get out of the car, what color is the car?","[""Green"", ""Black"", ""Red"", ""White""]",plotQA,B,D,B,0.0,1.0,route_224,prob_margin,0.8,lt,224,112,0.06007924675941467,True,False,0.06007924675941467,True,False,llm,llm_verifier_disagreement,route_112,X,0.82,"X has substantially higher top1_prob and prob_margin, with lower entropy than Y.",0.0,False,,,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.82,""reason"":""X has substantially higher top1_prob and prob_margin, with lower entropy than Y.""}"
44,"{""choices"": ""[\""Green\"", \""Black\"", \""White\"", \""Purple\""]"", ""correct_choice"": ""D"", ""question"": ""What color is the top of the woman talking to the black police officer in the movie?"", ""video_id"": ""1_plotQA/en_tv_19""}",1_plotQA/en_tv_19,What color is the top of the woman talking to the black police officer in the movie?,"[""Green"", ""Black"", ""White"", ""Purple""]",plotQA,D,B,D,0.0,1.0,route_224,prob_margin,0.8,lt,224,112,0.6017507761716843,True,False,0.6017507761716843,True,False,llm,llm_verifier_disagreement,route_224,Y,0.84,"Y has much stronger top1_prob and prob_margin, with lower entropy, so it is more likely correct.",0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.84,""reason"":""Y has much stronger top1_prob and prob_margin, with lower entropy, so it is more likely correct.""}"
45,"{""choices"": ""[\""She is shot down by someone\"", \""She is hit by an object\"", \""She is hit by a car\"", \""She is pulled away by someone\""]"", ""correct_choice"": ""A"", ""question"": ""What happens to the woman with yellow hair on the street?"", ""video_id"": ""1_plotQA/en_tv_2""}",1_plotQA/en_tv_2,What happens to the woman with yellow hair on the street?,"[""She is shot down by someone"", ""She is hit by an object"", ""She is hit by a car"", ""She is pulled away by someone""]",plotQA,A,C,D,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.036295950412750244,True,False,0.036295950412750244,True,False,llm,llm_verifier_disagreement,route_112,Y,0.74,"Y has higher top1_prob and much larger prob_margin, with slightly lower entropy, so it looks more confident overall.",0.0,False,,,224,112,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.74,""reason"":""Y has higher top1_prob and much larger prob_margin, with slightly lower entropy, so it looks more confident overall.""}"
46,"{""choices"": ""[\""The woman ties a tie for the man\"", \""The woman slaps the man\"", \""The woman knocks the man down\"", \""The woman hands water to the man\""]"", ""correct_choice"": ""C"", ""question"": ""What happens when the man with glasses interacts with the woman with yellow hair?"", ""video_id"": ""1_plotQA/en_tv_2""}",1_plotQA/en_tv_2,What happens when the man with glasses interacts with the woman with yellow hair?,"[""The woman ties a tie for the man"", ""The woman slaps the man"", ""The woman knocks the man down"", ""The woman hands water to the man""]",plotQA,C,A,A,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.2881932556629181,True,True,0.2881932556629181,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
47,"{""choices"": ""[\""To get something\"", \""To eat\"", \""To look for something\"", \""To bring food for the woman\""]"", ""correct_choice"": ""D"", ""question"": ""Why does the man in the black leather jacket enter the closed room where the woman in the red coat is trapped?"", ""video_id"": ""1_plotQA/en_tv_2""}",1_plotQA/en_tv_2,Why does the man in the black leather jacket enter the closed room where the woman in the red coat is trapped?,"[""To get something"", ""To eat"", ""To look for something"", ""To bring food for the woman""]",plotQA,D,A,A,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.30940791964530945,True,True,0.30940791964530945,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
48,"{""choices"": ""[\""Green\"", \""White\"", \""Red\"", \""Yellow\""]"", ""correct_choice"": ""C"", ""question"": ""In the movie, two people have a conflict in a room, what color are the walls in the room?"", ""video_id"": ""1_plotQA/en_tv_20""}",1_plotQA/en_tv_20,"In the movie, two people have a conflict in a room, what color are the walls in the room?","[""Green"", ""White"", ""Red"", ""Yellow""]",plotQA,C,C,B,1.0,0.0,route_112,prob_margin,0.8,lt,224,112,0.0583324134349823,True,False,0.0583324134349823,True,False,llm,llm_verifier_disagreement,route_112,Y,0.74,"Y has higher top1_prob and much larger prob_margin, with slightly lower entropy.",0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.74,""reason"":""Y has higher top1_prob and much larger prob_margin, with slightly lower entropy.""}"
49,"{""choices"": ""[\""Red\"", \""Green\"", \""Yellow\"", \""White\""]"", ""correct_choice"": ""A"", ""question"": ""What color is the chair in the room at the beginning of the video?"", ""video_id"": ""1_plotQA/en_tv_20""}",1_plotQA/en_tv_20,What color is the chair in the room at the beginning of the video?,"[""Red"", ""Green"", ""Yellow"", ""White""]",plotQA,A,A,D,1.0,0.0,route_112,prob_margin,0.8,lt,224,112,0.2929862141609192,True,False,0.2929862141609192,True,False,llm,llm_verifier_disagreement,route_224,Y,0.67,"Y has higher top1_prob and prob_margin, with slightly lower entropy.",0.0,False,,,224,224,0.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.67,""reason"":""Y has higher top1_prob and prob_margin, with slightly lower entropy.""}"
50,"{""choices"": ""[\""Yellow\"", \""White\"", \""Green\"", \""Blue\""]"", ""correct_choice"": ""C"", ""question"": ""What color is the coat of the man with a black hat in the amusement park?"", ""video_id"": ""1_plotQA/en_tv_20""}",1_plotQA/en_tv_20,What color is the coat of the man with a black hat in the amusement park?,"[""Yellow"", ""White"", ""Green"", ""Blue""]",plotQA,C,D,D,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.10781824588775635,True,True,0.10781824588775635,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
51,"{""choices"": ""[\""Yellow\"", \""Green\"", \""White\"", \""Black\""]"", ""correct_choice"": ""A"", ""question"": ""What color is the hair of the woman who walks into the room in the movie?"", ""video_id"": ""1_plotQA/en_tv_20""}",1_plotQA/en_tv_20,What color is the hair of the woman who walks into the room in the movie?,"[""Yellow"", ""Green"", ""White"", ""Black""]",plotQA,A,D,D,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.3562011122703552,True,True,0.3562011122703552,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
52,"{""choices"": ""[\""Green\"", \""White\"", \""Orange\"", \""Blue\""]"", ""correct_choice"": ""B"", ""question"": ""In the scene where two people are chatting on the street, what color are the numbers on the wall?"", ""video_id"": ""1_plotQA/en_tv_21""}",1_plotQA/en_tv_21,"In the scene where two people are chatting on the street, what color are the numbers on the wall?","[""Green"", ""White"", ""Orange"", ""Blue""]",plotQA,B,B,A,1.0,0.0,route_112,prob_margin,0.8,lt,224,112,0.28940391540527344,True,False,0.28940391540527344,True,False,llm,llm_verifier_disagreement,route_112,X,0.78,"X has higher top1_prob and prob_margin, with slightly lower entropy; confidence signals favor X.",0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.78,""reason"":""X has higher top1_prob and prob_margin, with slightly lower entropy; confidence signals favor X.""}"
